"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_confusion,score_numbness,score_vision,score_nosebleed,score_urgency,score_location,total_raw_score,awareness_score
Orthopedic,No,Immediately,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,0,0,1,1,1,0,0,3,27,4.29
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,other,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Paralysis / Weakness, Dizziness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,0,1,1,1,1,0,0,3,32,5.08
Neurologist,No,Within a day,yes,yes,yes,yes,15-25,Male,graduate,"2,00,001 - 4,00,000",Emergency Services,Immediate,Hospital /Medical Centre,Unaware,Unaware,Call Emergency Services,4,0,1,1,1,0,0,3,39,6.19
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,Paralysis / Weakness,Other,Seek Medical Help,4,1,1,1,1,0,0,3,44,6.98
Physician,No,Within a month,yes,no,no,maybe,60+,Female,high school,Not Specified,Family/Friend,Immediate,Hospital /Medical Centre,,"Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Ensure Rest and Safety,0,0,1,0,0,2,0,3,24,3.81
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Paralysis / Weakness, Dizziness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,0,1,1,1,1,0,0,3,32,5.08
Orthopedic,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness","Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,0,1,1,1,1,0,0,3,32,5.08
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Family/Friend,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Seek Medical Help,4,1,1,1,1,0,0,0,29,4.6
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Emergency Services,Immediate,Emergency Services,"Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",other,4,1,1,1,1,0,0,0,29,4.6
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,Not Specified,Emergency Services,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",other,4,1,1,1,1,0,0,0,29,4.6
Neurologist,Yes,Immediately,no,no,no,no,26-40,Female,high school,Not Specified,Doctor,Immediate,Other,,Other,other,4,1,0,0,0,2,0,0,21,3.33
Physician,No,Within a day,maybe,maybe,maybe,maybe,60+,Female,high school,Not Specified,Unknown,Unknown,Doctor /Specialist,,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,Yes,Immediately,yes,maybe,yes,yes,41-60,Female,high school,Not Specified,Doctor,Immediate,Emergency Services,"Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Ensure Rest and Safety,0,1,1,0,1,0,0,0,12,1.9
Neurologist,No,Within a day,yes,yes,yes,yes,41-60,Female,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness, Headache","Diabetes / Obesity, Unaware",Avoid Food / Drink / Sleep,4,0,1,1,1,0,0,3,39,6.19
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Female,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Hospital,Immediate,Other,"Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,0,17,2.7
Neurologist,Yes,Within a day,yes,yes,maybe,maybe,41-60,Female,graduate,Not Specified,Family/Friend,Immediate,Doctor /Specialist,"Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Unaware",Seek Medical Help,4,1,1,1,0,1,0,0,29,4.6
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,maybe,maybe,maybe,maybe,60+,Female,high school,Not Specified,Family/Friend,Immediate,Hospital /Medical Centre,"Paralysis / Weakness, Vision Problems, Dizziness","Diabetes / Obesity, Age / Family histiry of stroke  / Gender, Unaware",Seek Medical Help,2,1,0,0,0,1,0,3,28,4.44
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Vision Problems, Dizziness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs, Unaware",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,Doctor /Specialist,Dizziness,"Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",No response,0,1,1,1,1,0,0,0,17,2.7
Physician,No,Within a day,yes,yes,yes,yes,26-40,Male,high school,"4,00,001 - 6,00,000",Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,0,1,1,1,0,0,3,27,4.29
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,Not Specified,Doctor,Immediate,Hospital /Medical Centre,"Vision Problems, Dizziness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs, Unaware",No response,0,1,1,1,1,0,0,3,32,5.08
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",No response,2,1,1,1,1,0,0,3,38,6.03
Physician,Yes,Immediately,maybe,maybe,maybe,maybe,60+,Female,high school,Not Specified,Family/Friend,Immediate,Doctor /Specialist,"Vision Problems, Dizziness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs",Seek Medical Help,0,1,0,0,0,1,0,0,7,1.11
Physician,No,Within a week,no,no,no,no,15-25,Male,graduate,Not Specified,Family/Friend,Unaware,Hospital /Medical Centre,Unaware,Unaware,Seek Medical Help,0,0,0,0,0,2,0,3,19,3.02
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,Not Specified,Family/Friend,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Seek Medical Help,4,1,1,1,1,0,0,0,29,4.6
Orthopedic,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",Family/Friend,Immediate,Hospital /Medical Centre,Paralysis / Weakness,Other,Seek Medical Help,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,No,Immediately,yes,yes,yes,yes,15-25,Female,other,Not Specified,Doctor,Unknown,Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Keep the Person Calm,0,0,1,1,1,0,0,0,12,1.9
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,"Below 2,00,000",Family/Friend,after few days (2-3days or week),Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,0,17,2.7
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,maybe,maybe,maybe,maybe,15-25,Female,graduate,Not Specified,Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Dizziness","Diabetes / Obesity, Age / Family histiry of stroke  / Gender",Call Emergency Services,2,1,0,0,0,1,0,3,28,4.44
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,Not Specified,Family/Friend,after few days (2-3days or week),Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Keep the Person Calm,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,Hospital /Medical Centre,"Paralysis / Weakness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",Family/Friend,Immediate,Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,graduate,Not Specified,Family/Friend,Immediate,Hospital /Medical Centre,Paralysis / Weakness,Other,Seek Medical Help,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,graduate,"2,00,001 - 4,00,000",Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness, Headache","Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,Not Specified,Hospital,Immediate,Hospital /Medical Centre,Paralysis / Weakness,Other,Seek Medical Help,0,1,1,1,1,0,0,3,32,5.08
Neurologist,Yes,Within a day,maybe,yes,yes,yes,60+,Male,graduate,Not Specified,Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,4,1,0,1,1,0,0,3,39,6.19
Physician,No,Within a day,yes,yes,yes,yes,60+,Male,graduate,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness, Headache","Diabetes / Obesity, Unaware",Avoid Food / Drink / Sleep,0,0,1,1,1,0,0,3,27,4.29
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"4,00,001 - 6,00,000",Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness","Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,4,1,1,1,1,0,0,3,44,6.98
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,4,1,1,1,1,0,0,3,44,6.98
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Male,graduate,"2,00,001 - 4,00,000",Emergency Services,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",other,4,1,1,1,1,0,0,0,29,4.6
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,Not Specified,Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Neurologist,No,Within a day,yes,yes,yes,yes,41-60,Female,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,4,0,1,1,1,0,0,3,39,6.19
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,"2,00,001 - 4,00,000",Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",Hospital,Immediate,Hospital /Medical Centre,Paralysis / Weakness,Other,Seek Medical Help,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",Hospital,Immediate,Hospital /Medical Centre,Speech / Confusion,"Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,Not Specified,Emergency Services,Immediate,Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",No response,0,1,1,1,1,0,0,0,17,2.7
Physician,No,Immediately,yes,yes,yes,yes,15-25,Male,graduate,Not Specified,Doctor,Unknown,Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Keep the Person Calm,0,0,1,1,1,0,0,0,12,1.9
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,Not Specified,Family/Friend,after few days (2-3days or week),Other,"Speech / Confusion, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,0,17,2.7
Neurologist,Yes,Within a day,yes,yes,yes,yes,60+,Female,high school,Not Specified,Doctor,after few days (2-3days or week),Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Unaware / No Idea,4,1,1,1,1,0,0,0,29,4.6
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,Not Specified,Family/Friend,Immediate,Other,"Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,"4,00,001 - 6,00,000",Family/Friend,Immediate,Hospital /Medical Centre,Paralysis / Weakness,Other,Seek Medical Help,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,undergraduate,Not Specified,Family/Friend,Immediate,Other,"Speech / Confusion, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Seek Medical Help,0,1,1,1,1,0,0,0,17,2.7
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,graduate,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness","Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,4,1,1,1,1,0,0,3,44,6.98
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,Not Specified,Emergency Services,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",other,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",Doctor,Immediate,Hospital /Medical Centre,"Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,0,1,1,1,1,0,0,3,32,5.08
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,Not Specified,Family/Friend,Immediate,Hospital /Medical Centre,"Speech / Confusion, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Avoid Food / Drink / Sleep,4,1,1,1,1,0,0,3,44,6.98
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",Doctor,Immediate,Hospital /Medical Centre,"Paralysis / Weakness, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,0,1,1,1,1,0,0,3,32,5.08
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",Emergency Services,Immediate,Emergency Services,"Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",other,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Emergency Services,Immediate,Doctor /Specialist,"Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity",No response,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,Not Specified,Family/Friend,Immediate,Doctor /Specialist,Speech / Confusion,"Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Seek Medical Help,0,1,1,1,1,0,0,0,17,2.7
